,text,sentiment,sentiment_label
2097,ambil mbkm smr sertifikasi smt,-5,Negatif
2098,fase kuliah ver nae sem kuliah onlen pandemi pusing kalkulus sem menang nyata ngulang kalkulus sem laprak anat gambar mulu sibuk proker sem hiya urus ormawa sem ya mbkm hal sem haha pkl haha metpen bab wihi iisma,9,Positif
2099,halo mbb habis uji yakan usaha aku doang kerja mbkm salah kampus teledor,2,Positif
2100,salam nuzul alquran moga berkah tunjuk alquran serta langkahlangkah jalan hidup ikhlas warga kerja majlis buku bangsa malaysia,11,Positif
2101,jalan smt bikin artikel sidang ukbing bikin lapor mbkm p akkrrhh jalan cepatt,-1,Negatif
2102,daftar kampus duga libat tppo ferienjob jerman ferienjob magang mbkm tppo jerman kemendikbud universitas mahasiswa nusantaratv nusantaratvsahabatkita,4,Positif
2103,itb iismambkm ya kak,4,Positif
2104,ya universitas kena sistem masalah mbkm penuh iku,-7,Negatif
2105,daftar pt duga libat tppo kedok magang mbkm jerman,4,Positif
2106,simpan orang lagu kali simpan bandung kalo bandung hidup bandung ku adek teman keluarga super isi mbkm riah,11,Positif
2107,kuliah ptn akreditasi a kenal bikin burn out dosen jumawa amp asprak sok keras bego anak mbkm,-7,Negatif
2108,haris ferienjob penuh syarat program mbkm mbkm rancang tingkat kompetensi ajar program ferienjob nilai skill ajar calon lulus guru,19,Positif
2109,iya banget pas pressure stakeholder marathon mbkm uji porposal pkl kkn jurnal nyusun skripsi januari desember,5,Positif
2110,mbkm mah web mbkm nya,0,Netral
2111,sorot tppo modus magang demokrat kemendikbud ristek evaluasi program mbkm tppo modus magang mahasiswa jerman lemah sistem monitoring program merdeka ajar kampus merdeka mbkm kemendikbud ristek evaluasi,-4,Negatif
2112,daftar program mbkm inisiatif guru,4,Positif
2113,program resmi mbkm benar apes ecek informasi,1,Positif
2114,ngerjain lapor kkn mbkm skripsi aneh ting,4,Positif
2115,ukrida hadir salah pts kualitas terap kurikulum merdeka ajar kampus merdeka mbkm memungkinkamu ajar dosen temanteman negara dapat sempat ikut tukar mahasiswa,4,Positif
2116,teman gue latar biotek cuman semenjak program mbkm bangkit bikin aplikasi obat orang herbal jago coding programming dsbnya keren banget deh orang,1,Positif
2117,manteman rencana mbkm ln mohon hati hati ya pasti kredibilitas instansi institusi tuju jadi bawah mbkm magang kampusmerdeka,16,Positif
2118,no need take seriously okay jujur sesal besar ormawa kontemplasi program mbkm,13,Positif
2119,polri imbau kampus mudah goda tawar magang mahasiswa klaim program merdeka ajar kampus merdeka mbkm,3,Positif
2120,deh iisma debat mbkm iisma ajang pamer ipad timer,-3,Negatif
2121,gue cinta banget update mbkm pulau pari,4,Positif
2122,hah takut banget dospem mbkm skripsi,2,Positif
2123,keren banget program kak pas bekal mbkm pandu orang ajar muda indonesia ajar cerita alam kayak asli keren kak,13,Positif
2124,mahasiswa mbkm laku praktek ambil uji unsur hara tanah simak seru yuk bbpsisdlp tan sayabsip bsip bbpsisdlp bsipsdlp bsipsdlp tani tanah magang,8,Positif
2125,kertas bijak coba gali selesai perkara korupsi dekat adil restoratif kertas bijak hasil riset judul mahasiswa program riset mbkm supervisi riset bhaca,12,Positif
2126,mbkm msib iisma dll sad banget deh pokok,0,Netral
2127,kerja magang handle event ketuplak roadshow msib mbkm kuliah wow weew wow,3,Positif
2128,gantung sih kalo suka program mbkm budaya organisasi kampus bikin nyaman segi manfaat realistis program mbkm exposure nya luas kualitas kalo dalem kampus banyak tekan senior doang,19,Positif
2129,gue ambil kelas saintek bolosbolosan orang temu praktikum malas banget kalo bolos kudu inhal ambil matkul mbkm soshum ya beraniberani,-13,Negatif
2130,dukung mbkm polbangtan tan gandeng pt pusri palembang,4,Positif
2131,mahasiswa jurus tani polbangtan medan ikut bekal merdeka ajar kampus merdeka ii mbkm amp pkl ii semester genap akademik bekal ikut mahasiswa non polbangtan ikut magang pt petrokimia gresik,-5,Negatif
2132,i feel you semangat ya mbkm manamana teman seumurantemen kampus buat penat lebih kuliah skspraktikum,15,Positif
2133,sesal mbkm nikmat akhir garis terburuburu santai,3,Positif
2134,heran teman mbkm masuk kelas seru,3,Positif
2135,panitia sejati guna mbkm better tahan ormawa,10,Positif
2136,banyakk mbkmmsib suka alam usaha saring kemendikbud,6,Positif
2137,mbkm sempat panit pkkmb ya pengin banget malang juli um,0,Netral
2138,upi bayar kak t luar jam bayar magangmbkm kontrak kuliah manual dirut kah syarat ya tau terima kasih banyaklt,7,Positif
2139,mbkm tuh bantu banget thx him,4,Positif
2140,mbkm uas libur bentar revisi bab seminar hasil otw doain lancarr aa,4,Positif
2141,mbkm banh,0,Netral
2142,aowkwk kampus mu wajib ambil krs mbkm syarat kelulus aman,-7,Negatif
2143,pt shb daftar program mbkm kemendikbud daftar rekrut tenaga kerja menteri ketenagakerjaan bisa kampus colong jamet model kayak,2,Positif
2144,ambil krs mbkm studi independen enak enak enak gabut wfh gila tugas,11,Positif
2145,heh jumaat tuh masuk mbkm cowok,-3,Negatif
2146,mahasiswa korban duga tppo ferienjob jerman manfaat mbkm dalih program magang tempometro,0,Netral
2147,dealing pas masuk langsung ketemu kuliah online brun out parah wkwkkwwk salah dealing program mbkm nyibukin giat bantu banget terima kasih mbkm,4,Positif
2148,the saddest part is nama tulis email korespondensi tera nama beliauw bimbing jaman mbkm skripsi beliau gbisa hadir sidang gue you will forever be missed,4,Positif
2149,gila adnya mbkm,3,Positif
2150,semangat upgrade prestasi ikut ajang kompetisi ilmiah mbkm,-2,Negatif
2151,mou ditandatangani muat nyata kalo ferienjob masuk program merdeka ajar kampus merdeka mbkm mahasiswa konversi sks mahasiswa gocek percaya program,4,Positif
2152,smtr aman mbkm tau smstr besok pingsan kali ya,-3,Negatif
2153,mahasiswa unikom ikut kkn tematik program guru mandiri gotong royong bangun desa ptmgrmd lldikti wilayah iv lengkap unikom unikomnews kkn mbkm kampusmerdeka merdekabelajar,-1,Negatif
2154,informasi nih mahasiswa teknik kimia unnes surat edar daftar laksana program mbkm unnes giat unnes prigel unnes lantip semester genap temanteman akses surat edar langsung akses link,14,Positif
2155,surat edar laksana mbkm unnes lantip unnes prigel unnes giat semester genap assalamu alaikum wr wb halo mahasiswa teknik kimia unnes,5,Positif
2156,ges izin organisasi cvporto apa isi organisasi ya tolong saran dapat kritik ges ter target mbkm,7,Positif
2157,kalo didik iya kalo join mbkm,4,Positif
2158,busett mas mbkm duduk persis gue wangi plek ketiplek dahlan real wangi semerbak tolongg,12,Positif
2159,kait duga dagang orang kedok mbkm kemendikbudristek,4,Positif
2160,soksokan bagi tips mbkm negeri anjritt lu ordal berita mbkm negeri share angkat lu brangkat,7,Positif
2161,sombong lu bangga banget mbkm negeri jalur ordal brangkat pakai tes pakai lu mbkm mbkm minimal malu,-4,Negatif
2162,net tuh program nya bagus bagus kayak alay utama sih kalo sudut pandang ku tayang hibur saji humor kayak bosan pengin magang net net buka mbkm,5,Positif
2163,mbkm jerman,0,Netral
2164,kepake kalo instansi kalo mbkm konversi matkul minat fisik,1,Positif
2165,mbkm janji sorry,-4,Negatif
2166,hmm masuk akal cuman gue eksekusi kurang intervensi tri leveling up the playing field screeningnya samarin univnya konsep bijak mbkm bagus opportunities terjun industri langsung,3,Positif
2167,campur aduk revisi lapor mbkm revisi ppt pkl siap sempro bikin ppt poster tugas kelas kayak dikejarkejar bingung selesai,0,Netral
2168,angkat nyicipin kampus merdeka ngerasai tuh nama mbkm kampus ajar ngerasai kurikulum kkni tugas wajib matkul tugas rutin critical book report critical journal review miniriset rekayasa ide project,0,Netral
2169,program mbkm kampus kayak kak,-3,Negatif
2170,gue mbkm,0,Netral
2171,selamat amp sukses roissyah fernanda khoiroh prodi si statistika fakultas sains teknologi utjember capai lulus baik bangkit batch universitasterbuka kuliahonline kuliahsambilkerja kualitasdunia prestasi bangkit mbkm,27,Positif
2172,rebah jam kehectican otw kampusngurus berkas mbkm risetpraktikumfilingbukber,2,Positif
2173,prodi ya buku pedoman akademik prodi pedoman mbkm websitenya akses pedoman magang kayak plis limited access banget anjir,5,Positif
2174,imissu guys magang amp mbkm semester ambilnyaa terima kasih ya,9,Positif
2175,keren msib mbkm wkwkwk btw baca buku apatuhh,6,Positif
2176,surat terang mbkm semhas,2,Positif
2177,anjir rapat mbkm nya bulan tunggu,2,Positif
2178,kampus colong program mbkm,-5,Negatif
2179,mahasiswa pgsd fip ung lolos program mbkm magang internasional india,-4,Negatif
2180,iyawoi lppm banget kalo lu mbkm maki,-4,Negatif
2181,web mbkm,0,Netral
2182,aktif mbkm giat kampus aktif kelas ketua kelas,-2,Negatif
2183,benar gegara mbkm hp rusak gue banget ngang ngongg,3,Positif
2184,selamat dian setyowati eko utomo mahasiswi prodi arsip fhisip awardee iismavo hanyang university korsel amp diandra putri faturrahman mahasiswi prodi ilmu komunikasi fhisip awardee iisma university of padua italia mbkm,6,Positif
2185,sih masuk mbkm semester pilih,-5,Negatif
2186,kenal gua banget kating magang mbkm magang mandiri bayar magang ojk kemenkeu semester sempro gua tau gila kali ya gua,-4,Negatif
2187,oh alesan mbkm eksploitasi mahasiswa budak korporat diminatin budaya ilmiah fokus research ditinggalin tau ygy indonesia emas,3,Positif
2188,teman gue salah korban kerja kasar upah curang agen kampus masuk mbkm,-16,Negatif
2189,oalahh mbkm ya pas mash marak gasii diresmiin,7,Positif
2190,pakai visa schengen visa nasional sus jatuh ferienjob selubung disetujuin kemendikbudristek masuk program mbkm,-7,Negatif
2191,daftar mbkm golong bantu banget mahasiswa pengin bantu bulan ukt kembang salah,6,Positif
2192,pionir pacar pacar orang maksud wkwkwkw noh kkn pacar pacar orang pengin ngisi cv biar cakep daftar magang mbkm iisma kalo guna dek,22,Positif
2193,lebih suki prodi koor mbkm kampus,1,Positif
2194,cv kak review cv kak bahasa inggris indonesia open slot batas free file word cv tags cv friendly magenta cpns msib mbkm magang intern bumn fhci internship workfess collegemenfess info loker lowong kerja wfo wfh remote jakarta bekas zonauang,-11,Negatif
2195,mbkm ui syarat nya,0,Netral
2196,kak langsung isi form pusat bantu kampus merdeka email data kakak proses akun mbkm input no rek,9,Positif
2197,program mbkm bentuk kolaborasi bppsdmkp eselon i lingkup optimal sarana amp prasarana amp dukung budidaya ikan lanjut wujud sdmunggul indonesia sejahtera kkpbeyond sdmkp pendidikankp,10,Positif
2198,sobatbahari bppsdmkp komitmen dukung program prioritas salah satu program merdeka ajar kampus merdeka mbkm kkpbeyond sdmkp sdmunggul ekonomibiru pendidikankp,4,Positif
2199,pakai titel mbkm,0,Netral
2200,tanggap kemendikbud nder nya mbkm kayak kerja sesuai tupoksi jurus pusing jir,-2,Negatif
2201,lihat berita benar program mbkm kah ngeri banget deh kampus nya magang jerman sana suruh kerja kasar sesuai jurus,3,Positif
2202,ugmfess maaf ya sambat jujur sender senang banget teman sender gacorgacor iisma mbkm beasiswa kayak wuihh subuh sender tbtb sedih daftar ya sih ipkku iyasih rasa kalo salah cont,2,Positif
2203,sorry judul misleading ya laku usaha shb cv gen komplot tipu kampus mahasiswa janji magang bayar jerman kerja sesuai jurus mbkm gue salah korban,5,Positif
2204,mbkm bahaya mahasiswa mahasiswa lanjur butuh ilmu butuh kerja,-8,Negatif
2205,iisma tuh program mbkm kak,0,Netral
2206,eh kemarin adting berangkat jerman pas winter dibilangin kalo ferien job kerja kasar masuk mbkm kuliah dosen support hybrid univku kwkwkw,3,Positif
2207,mbkm nya budak,4,Positif
2208,mbkm max kali ya sem pmm sem langsung msib sih jeda um thanks ya share info pls,8,Positif
2209,saran sih mending kalo msib mbkm ya minimal tunggu semester tentu semester,3,Positif
2210,kampus tipu program magang masuk mbkm ya,1,Positif
2211,obrol dosen dapat mahasiswa inflasi ipk mbkm,2,Positif
2212,dar curhatan malam baca tulis orang keren buka pandang mbkm,6,Positif
2213,kenal anak mbkm btw riksa narendra fsrd habis pmm bal,3,Positif
2214,chaemura edisi riksa pulang mbkm pindah kelas belah,-7,Negatif
2215,pastiin kampus bolehin msib regulasi minimal semester mbkm regulasi konversi sks ambil magang dilur jurus sks konversi,-8,Negatif
2216,halo magang mbkm ptpn ya,5,Positif
2217,iya ferienjob kalo german smacam part time pas musim libur kemendikbud bilang kalo masuk mbkm terima kemendikbud,5,Positif
2218,apa niat mbkm sorry but i never support ide nya sungguh program topdown coba paham proses didik ajar lapang konsep capai ajar gapaham tuh orang atas,4,Positif
2219,giat mbkm ada menteri batas ikut konsep iku pt indonesia konsep peringkat dosen harap pikir sih iku mending urus tridharma pt kali iku acau dunia banget,2,Positif
2220,kemdikbud sadar duga tppo mhs indonesia argumen lalu magang jerman garagara konsep iku paksa kampus banyak variasi keikutsertaan mhs program mbkm pt libat sedesperate coy,6,Positif
2221,teman ngelaprak tebal banget auto alhamdulillah yaallah mbkm kemarin hamba ambil matkul,1,Positif
2222,sepertiny rencana debutin au gagal dpet ingfo minggu turun mbkm,-1,Negatif
2223,cari kerja sedih dek mending cari intermbkm,-7,Negatif
2224,anjir pikir mbkm,2,Positif
2225,iisma apa mbkm plis,-3,Negatif
2226,anak magang kantor gue apply via mbkm insyaaallah aman ya dek tenang,6,Positif
2227,gue kontra banget kalo program iro konversi sks mbkm model ajaib kampus indonesia serta support diktinya,10,Positif
2228,hooh bingung pas semester kemarin msibmbkm,3,Positif
2229,sebut negara dunia sistem mbkm ala indonesia kalo negara adopsi patut,-1,Negatif
2230,minimal msib sem ya website mbkm min sem bilang sem,1,Positif
2231,program tukar ln selenggara swastapihak tiga tau timbal langsung iisma sanding mbkm negara tau plis cerah,-5,Negatif
2232,pra sosialisasi program diencourage daftar magang mbkm bimbing check recheck lowong daftar mahasiswa asih bimbing konkrit gilir sesuai mau prodi langsung tatar habis,26,Positif
2233,magang mbkm digadanggadang nila sks lapang kayak kucing karung tau persis output magang magang birokrasi company kadang project matang,1,Positif
2234,lu puter otak cocoklogi cocoklogi uras esensi belah prodi mahasiswa cocoklogi paksa jarang lu bantai sidang mbkm,-13,Negatif
2235,pain point implementasi mbkm prodiku jelek birokrasi magang cari mata kuliah potensi sesuai potensi ngawang,-4,Negatif
2236,bjir mbkm korban dagang orang,-4,Negatif
2237,lagilagi bongkar bobrok libat kampus kampus sibuk ngejar iku rabas mbkm oriented lihat detail proses output,2,Positif
2238,program magang mahasiswa abal kedok mbkm,0,Netral
2239,dana iisma mbkm salur dana makan siang gratis,13,Positif
2240,uny ambil mbkm sarana prasarana olahraga dosen ampu nya herka mayajatmika temu zoom bingung google classroom grup wa takut tinggal informasi,-5,Negatif
2241,prodiku wajib mbkm sih nder semester kosong matkul ambil iisma msib dukung prodi,-7,Negatif
2242,anak mbkm core,-3,Negatif
2243,lepas mahasiswa mbkmmagang internasional sertifikat zul fahriyanto abubakar mahasiswa pgsd serta sparing partner cum coach gp badminton academy and fitness center india kamis reformasibirokrasi wilayahbebaskorupsi zonaintegritas,3,Positif
2244,iya paham nyaring ut apply program mbkm nya,0,Netral
2245,and ya galaww banget rasai program mbkm kemendikbud nderr benefitnya banget huhu,7,Positif
2246,habis pikir tuh masuk skema mbkm agen kampus turut samasama masalah,-9,Negatif
2247,plis unnes mbkm pas smester mengsedih,3,Positif
2248,mbkm salah iku kalo ln nilai,1,Positif
2249,tips gue maba ut fomo msib mbkm fokusin paham sistem kuliah ut msib batch kemarin ut lolos batal semester penuh syarat sem cont,-8,Negatif
2250,sesal ambil mbkm,-4,Negatif
2251,anak mbkm untung gue farmasi itb,0,Netral
2252,tolongg mbkm dipertahankann,0,Netral
2253,ut terima msib mbkm,2,Positif
2254,curiga istri cuz dosen malam nelfon kembang mbkmku giat mbkm selesai blokir,2,Positif
2255,dosen ketawa besok blokir buka curiga blokir istri dosen malam banget nelfon kembang mbkmku orang kelompok ditelfon mbkm selesai amp giat kampus selesai,4,Positif
2256,ih dospem skripsi dospem mbkm sekpat giat kampus dosen juri ketemu asih format nilai kirim wa nya the point bilang ceklis chat,14,Positif
2257,bjirr kuliah ku deh selesai semester sisa tinggal mkp mbkm,0,Netral
2258,tabrak mbkm kayak kak coba,-4,Negatif
2259,pagi maaf program magang mbkm ya zonauang,7,Positif
2260,pindah nderr cari mbkm self reward jajan wkwkwkw,-2,Negatif
2261,berita dana iisma mbkm alokasi makan siang gratis ledak lo,3,Positif
2262,pengin iisma mbkm anak uin,-3,Negatif
2263,koversi sih kak magang full mandiri kalo mbkm pas deh lulus lulus magang kali seertifikasi,10,Positif
2264,nak aitibi ngetweet dosen program mbkmiisma linear tuh ganggu kurikulum prodi tata begitu program begitu ngambil matkul skip pakai sense,-1,Negatif
2265,oalah tau output program mbkm iisma,-4,Negatif
2266,but well gue kayak tau allah kabulin mbkm karnaa crush gue jadi gebetannya like omaigatt kah kuat asbun,1,Positif
2267,gue doa dideketin crush gue kalo dikabulin tolong lolosin magang mbkm biar sibuk pikir kedengerannya kayak ya dikabulin magang mbkm,14,Positif
2268,sayang bentar ya urus mbkm nih,7,Positif
2269,lagilagi selamat awardees keren update iisma harap awardee ya pasuk angkat ketua bye mbkm thankyou sok maach,14,Positif
2270,habis uji lisan mbkm kemarin menang apresiasi usaha jerih payah semester kemarin,9,Positif
2271,musim radang mbkm,-4,Negatif
2272,smt kaya utang gara gara mbkm sks sempro,-10,Negatif
2273,bilang join anak mbkm komisi io giat ber variasi,1,Positif
2274,maaf ya gajadi pindah kos coba mbkm hahahaha,6,Positif
2275,selesai matkul kalo akun ambil mbkm,-3,Negatif
2276,awardee iisma keingetan pengin banget join iisma deh mahasiswa niat senang orang terima ikut program mbkm,6,Positif
2277,elearning siamik anak mbkm nama silaturahmi,-3,Negatif
2278,matkul mbkm seni grafis matkul santai semester,3,Positif
2279,gapapa shintaa program mbkm coba laun iisma,3,Positif
2280,internship mbkm semester kerja kayak,-1,Negatif
2281,magang bantuin kerja plongaplongo doang magang mbkm wakakak,6,Positif
2282,kampus ku magang mandiri ikut mbkm perintah amp programnyaa rugi sih,-11,Negatif
2283,gue duli pengin mbkm konversi sks matkul pilih deh pilih magang mandiri,-3,Negatif
2284,gua mbkm permata pangan,0,Netral
2285,semester buat seru sih magang mbkm capek ngerjain logbook worksheet lapor sih seruw cocok tanam organik kawan,14,Positif
2286,bjir skrispsi jalur riset mbkm berat badan auto turun gara-gara strs oawkkakak,-11,Negatif
2287,aowkwowkwo korban mbkm cung konversi samsek sem alhasil kamjarkuliah xhwhsuwhhzhshshshs pindah kelas karyawan pulang malam suebdugshshehshe huaa pengin cepat beres gakuaatt,-1,Negatif
2288,mbkm ambil host university berangkat periode mbkm sem ganjil tanggal feb juni ambil iisma ya mbkm daftar kampus kayak yale nyu,-12,Negatif
2289,tau kesan kayak cari bingung no salty pls daftar iisma semester fakultas semester tuh ambil mbkm mbkm smt pengaruh awardee ya cont,-10,Negatif
2290,laku kampus bijak wajib semester ya teman smt mbkm smt kuliah formal matkul inti smt deh fokus skripsi ingpo skripsi selesai hitung deetik,14,Positif
2291,bimtek siap mbkm pkl ii mahasiswa polbangtan gowa,1,Positif
2292,mari tulis puisi pendek ruang komen malaysiamembaca dekadmembacakebangsaan booktokmalaysia pbakl klibf,-1,Negatif
2293,puisi satu manusia jagat wujud pelbagai bentuk dunia sifat universal ungkap seni elemen kait puisi,12,Positif
2294,unesco kali lulus mac puisi dunia sidang agung paris matlamat sokong pelbagai linguistik ungkap puisi tingkat peluang bahasabahasa ancam dengar,6,Positif
2295,mbkm akt konversi sekolah mbkm tingkat sekolah dasar prodiku ajar tingkat juru kaprodiku bilang konversi bidang ajar relevan matkul prodi,10,Positif
2296,hubung surat edar nomor bundi dasar rapat koordinasi bidang akademik informasi kait laksana program mbkm unnes latip unnes prigel unnes giat semester genap,9,Positif
2297,surat edar laksana program mbkm unnes latip unnes prigel unnes giat semester genap universitas negeri semarang,3,Positif
2298,note fomo mbkm pacil giat ngasah kayak panitia kalo anggota ristek,-3,Negatif
2299,kayak bikin serta mbkm kena getah sistem mbkm nya kelompok supersibuk jalan giat non konversi kalo pacil konversi kalo mbkm nya hubnya jurus,-13,Negatif
2300,cerita putri febriana alumni mahasiswa pmm universitas samudra aceh saksi unesa mbkm pmm,3,Positif
2301,iphone jalur mbkm aka pmm,-4,Negatif
2302,aduh ya mbkm konversi atleast nabrak kuliah wajib ya ambil kuliah wajib next smt sih ringan,-2,Negatif
2303,iya mbkm,0,Netral
2304,wkwkwkwk mbkm versi idol,0,Netral
2305,can relate mbkm kuliah sks,1,Positif
2306,ges maaf aktif jbjb twt apa kelah mbkm kampus,1,Positif
2307,kayak banget konversi mbkm hak,-2,Negatif
2308,capstone project bangkit program kampus merdeka total materi relatif dasar harga sks tubes matkul sks kerja sayang kampus super keras dorong mbkm masuk ukur kerja universitas,15,Positif
2309,program mbkm bentuk kolaborasi bppsdmkp eselon i lingkup optimal sarana amp prasarana dukung budidaya ikan lanjut wujud sdmunggul indonesia sejahtera kkpbeyond sdmkp pendidikankp,10,Positif
2310,sahabatbahari bppsdmkp komitmen dukung program prioritas salah satu program merdeka ajar kampus merdeka mbkm kkpbeyond sdmkp sdmunggul ekonomibiru pendidikankp,4,Positif
2311,alam mbkm matkul konversi nder kuliah program syukur ikut pas semester matkulnya,8,Positif
2312,gue pas pmm mbkm nder gila banget sks,7,Positif
2313,suka suka ajar teori kelas matkul wajib lepas masyarakat karir ilmu jurus sebel banget mhs mbkm bangga magang ajak diskusi topik jurus ngang ngong ngang ngong,4,Positif
2314,gue orang sepakat mbkm turun kualitas akademik mahasiswa syarat sih mhs ambil matkul wajib formalitas serius ajar mhs butuh matkul kelas senang kampus bayar ukt,-4,Negatif
2315,tonton konten pares problem mbkm tonton full diskusi twit rame share opinion spill background mhs si salah ptn magang semester skip sks semester,-14,Negatif
2316,nder ngejalanin magang pilih kuliahmagang pilih kuliah stop magang bilang prodi stop magang kampus kena impact nama mbkm nya sangkutin janji prodinya kemarin wkwkw,0,Netral
2317,gen asking um sender stres mbkm kayak khawatir lebih luang dikit niat istirahat pikir mbkm cemas sender tenang kalo bikin fake scenario sender kalo fake scenario sender bikin lupa cont,-5,Negatif
2318,bnar fomo mbkm,0,Netral
2319,mbkm lolos kalo alam kerja masuk ya,1,Positif
2320,sehat ya teman teman kampus mbkm kecuali pmm stres dikit,0,Netral
2321,kayak kampus suruh mbkm konsultasi kalo koordinator magang kaprodi tolak alas prioritasin kuliah perkara konversi ambil deh dih diacc prodi wkkwkw,-12,Negatif
2322,nder semester kemarin mbkm kampus bisa sks mbkm pagi sore sore malam kuliah matkul,1,Positif
2323,ya allah lapor mbkm panik mati skripsi hapus ya teman,12,Positif
2324,this glad mas angdi remind mbkm magang bisa kait studi tekun harap jadi topik skripsi,13,Positif
2325,ya bu milda kalo konversi sks perspektif global iro habis duit disetarain mbkm biar masik iku mahasiswa tambah poin istilah,13,Positif
2326,abisin matkul biar smt tinggal skripsi mbkm kalo projek mbkm skripsi smt tuntas,4,Positif
2327,kesini jarang masuk kelas ege daringmandirimbkm,-6,Negatif
2328,prodimu valid njelasin giat sesuai mbkm matkul konversi luar makan mahasiswa nyelesein bebas teori mbkm,0,Netral
2329,lucu mbkm kerja ngemis sosmed tuh alam content creator mbkm wkwkwk gilo jijik,0,Netral
2330,mahasiswa mbkm yayasan yayasan e kayak fundraising masyarakat miskin masyarakat miskin contoh nih bantu bu elsa dagang kripik sambung asa hidup bantu duiy depan wkwkwk,-2,Negatif
2331,susah gundul sih dela ambil mbkm nyepelein,-8,Negatif
2332,sih anin suruh ambil mbkm fzp nya skip suruh kamis pagi ibu kamis sore jumat pagi lagipula kamis pagi anakanak asistensi sih asistensi,-4,Negatif
2333,kamis tuh anak anak ambil kelas mbkm pagi asistensi sore geofis temenku bilang,-13,Negatif
2334,braw kalo suruh pilih giat mbkm prefer malang malang,-14,Negatif
2335,bri asu banget mak gua tetangga gua pakde gua kena semuaa tibatiba potong gua kalo mbkm pakai bri huwek,-21,Negatif
2336,maaf ya day hype comeback banget ditunggutunggu kuliah mbkm berat,6,Positif
2337,pas cuti wajib ngisi logbook giat hari urus bayi istri kayak mahasiwa mbkm wkwkwk,1,Positif
2338,jual mbkm damping sertifikat halal hsc produk makananminuman nya sertifikat halal gratis wa dm notifnya suka masuk syarat sertif halal gratis cantumin ya,17,Positif
2339,guys mbkm sesuai rencana giat mbkm disubmit fakultas apa sih,3,Positif
2340,gais punten mbkm kampung ya pas libur habis lebaran upi rame jual ya kangen jajan upi,23,Positif
2341,top orang terdzolimi turut zem recel versi sidang mbkm,3,Positif
2342,mbkm kali insyaallah jalan tol kelar nih king,1,Positif
2343,kuliah mbkm,1,Positif
2344,kapai nya gantung divisi ya kak promosi sehat bikin konten kait sehat workshop kayak tweet program mbkm dinkes kali kampus,7,Positif
2345,tidur jam dikit mimpi sih aechi lokasi tugas mbkm ku loh mimpi serandom,2,Positif
2346,prodi mbkm positif pas smt nempuh matakuliah wajib nasib matakuliahnya ngepas sks prodi mbkm untung sih kalo prodi plus minus ya,11,Positif
2347,halah mbkm cuman dongkrak nilai biar ip malas masuk kelas,-9,Negatif
2348,ya deh kalo mbkm sesuai jurus sih oke kalo mbkm nya gasusai jurus maksa transfer sks wkwk nder kayak gasayang ilmu ajar banyak pengin mbkm dongkrak nilai,14,Positif
2349,ayah dosen blio kontra mbkm,0,Netral
2350,konversi mbkm v,0,Netral
2351,bicara mbkm alat perintah jujur lupa rinciannya alat bahas kali seingetku,7,Positif
2352,ya prodi ilmu eksakta paham pas dosen kritisi mbkm habis kesal pas prakrs kesan sulit but i understand where hes coming from,21,Positif
2353,mbkm tuju mbkm program enteng learning journey mahasiswa excuse mahasiswa dalam ilmu expertisenya ilmu bisnis dangkal,22,Positif
2354,mbkm relevan didik vokasi,3,Positif
2355,minat gaminat standar bocah mbkm murni ajar mbkm doang ditany ilmu dasar matkul wajib jurusanny ya nganggong,10,Positif
2356,bawa lanyard mbkm,1,Positif
2357,bilang uin mbkm huhu tau programprogram kayak mbkm ptkin gais,-7,Negatif
2358,gweh mbkm sasing,0,Netral
2359,program mbkm nderr mantebb,0,Netral
2360,telyu guys kalo input magang mbkm masuk kategori ya,2,Positif
2361,prodi gue wajib mbkm mbkm magang teliti wirausaha ajar konversi sks ganggu sks wajib prodi wkwkwkw,-7,Negatif
2362,senang mbkm fomo,5,Positif
2363,coba hitung nder beban sks mbkm kuliah ajar pas magang kalo suka basic jurus mending langsung kerja gas nder kuliah jadi tumpu coba mbkm kurikulum sederhana coba anak didik,19,Positif
2364,ya mbkm riset,4,Positif
2365,lulus mbkm nder,5,Positif
2366,gampang mbkm,4,Positif
2367,mahasiswa semester exchange mbkm sepi banget huhu ya pisah mahasiswa ampu they grow up sok well and im sok proud of them moga sehat happyy,4,Positif
2368,semangat semangat minggu pulang rumah lebaran nangor uts mbkm moment,11,Positif
2369,sesal anying kagak program mbkm,-2,Negatif
2370,kalo mbkm mandiri tuh surat rekom jurus kak,-3,Negatif
2371,sempro kkn teliti mbkm organisasi urus dilancarin mudah,7,Positif
2372,makan surabaya nelongso gaco lalap ketintang repeat tbtb ngide jogja yuk benar jogja uang saku mbkm hahhaha ijin masuk kantor bilang praktikum beton onsite,0,Netral
2373,sibuk seru banget pkl tibatiba kab serang minum kini janji jiwa kena covid interpiu magang mbkm anjay terima surabaya lempar wiyung ngambil data skripshit mojokerto motor,-1,Negatif
2374,coba mbkm mandiri,-1,Negatif
2375,kenal sayang kenal yuk intern batch kali culture shock relate mbkm msib magangbali detikbali,13,Positif
2376,terima mbkm,2,Positif
2377,usaha mbkm semester,1,Positif
2378,mbkm kali gila banget bro ril,4,Positif
2379,nay banyak lomba magang nder kalo jurus universitas ngizinin mbkm smt mbkm,3,Positif
